SKU,Name,Description,Price,Image
AZ-036,Kibbeh Kras,"Hand rolled shells made of a mixture of beef & bulgur wheat filled with ground beef, diced onions, pine nuts",$17.50,AZ-036.png
AZ-037,Makanek,House-made classic Lebanese spiced sausages flambeed with fresh lemon juice.,$20.00,AZ-037.png
AZ-038,Rekakat Lahme,Fried phyllo pastry filled with minced beef and toasted pine nuts.,$16.00,AZ-038.png
AZ-039,Soujouk,House made spicy beef sausages sauteed with fresh tomatoes and olive oil.,$20.00,AZ-039.png
AZ-040,Arayes Kafta,"Toasted pita filled with minced meat, onion, parsley, tahini sauce and Lebanese spices.",$21.00,AZ-040.png
AZ-041,Grilled Halloum,Cypriot cheese served grilled over marinated tomatoes and cucumbers.,$18.00,AZ-041.png
AZ-042,Halloum Mekli,Fried Cypriot cheese drizzled with garlic honey olive oil,$19.00,AZ-042.png
AZ-043,Pickled Labne,Round shaped pickled labne in olive oil,$14.50,AZ-043.png
AZ-044,Rekakat Jebne,Blend of 5 cheeses in phyllo.,$14.50,AZ-044.png
AZ-045,Falafel Pizza,"cheese, tomatoes, diced falafel, and tahini sauce",$21.00,AZ-045.png
AZ-046,Jebne Manouche,White cheese,$14.00,AZ-046.png
AZ-047,Kafta W Jebne Bi Ajin,"Minced meat with onions, parsley, Lebanese spices and cheese",$21.00,AZ-047.png
AZ-048,Lahme Bi Ajin,"Minced meat, onions, tomatoes with traditional spices",$17.50,AZ-048.png
AZ-049,Soujouk W Jebne Bi Ajin,"Minced beef Lebanese sausage, tomatoes and cheese",$21.00,AZ-049.png
AZ-050,Za'atar Manouche,"Sun-dried thyme, sesame seeds, sumac, and extra virgin olive oil",$13.00,AZ-050.png
AZ-051,Vegetable Kebab,"Grilled marinated zucchini, eggplant, onion,tomato, bell pepper served with vermicelli rice",$30.00,AZ-051.png
AZ-052,Shish Tawook Platter,"Char-grilled skewered chicken cubes marinated in lemon and herbs, vermicelli rice",$34.00,AZ-052.png
AZ-053,Chicken Chops,Semi-Boneless marinated chicken chops & hand cut frites,$34.00,AZ-053.png
AZ-054,Chicken Kafta Kebab Platter,char-grilled seasoned ground chicken served hand cut frites,$31.00,AZ-054.png
AZ-055,Grilled Kafta Kebab Platter,"Char-grilled lean ground beef & lamb mixed with chopped onions, parsley, herbs & spices served with vermicelli rice",$34.00,AZ-055.png
AZ-056,Filet Mignon Shish Kebab Platter,Beef filet mignon cubes served with hand cut frites,$40.00,AZ-056.png
AZ-057,Fish Kebab,Grilled marinated cubes of swordfish served with hand cut frites,$38.00,AZ-057.png
AZ-058,Baby Lamb Chops,Seasoned baby lamb chops served with vermicelli rice,$48.00,AZ-058.png
AZ-059,Lamb Kebab Platter,Seasoned lamb cubes served with vermicelli rice,$40.00,AZ-059.png
AZ-060,Mixed Grill Platter,"Shish Tawook, Filet Mignon, Chicken Kafta & Beef Kafta Kebab served with hand cut frites",$58.00,AZ-060.png
AZ-061,Mixed Grill Platter Supreme,"Shish Tawook, Filet Mignon, Chicken Kafta,Beef Kafta Kebab, Baby Lamb Chops & Jumbo Shrimp served with hand cut frites",$78.00,AZ-061.png
AZ-062,Riz a Djaj,"Tender shredded boneless chicken served on a bed of spiced rice, minced beef & garnished with assorted nuts & pistachio",$34.00,AZ-062.png
AZ-063,Fattet Djaj,"Shredded chicken breast, warm chickpeas,crispy pita chips smothered with yogurt sauce & sprinkled with assorted nuts",$34.00,AZ-063.png
AZ-064,Shish Barak,Hand rolled dumplings filled with ground beef & pine nuts in a mint yogurt stew served with vermicelli rice,$34.00,AZ-064.png
AZ-065,Kibbi Labaniyeh,"Kibbeh krass in yogurt sauce, ground beef &mint sprinkled with toasted pine nuts served with vermicelli rice",$36.00,AZ-065.png
AZ-066,Loubiye Bi Lahmeh,"Green romano beans stew with lamb, tomato,onion, spices & cilantros served with vermicelli rice",$36.00,AZ-066.png
AZ-067,Bemieh Bi Lahme,"Baby okra stew with lamb, tomato, onion,spices & cilantro served with vermicelli rice",$36.00,AZ-067.png
AZ-068,Fattet Lahmeh,"succulent lamb cubes, warm chickpeas, crispy pita chips smothered with yogurt sauce & sprinkled with sautéed diced lamb & assorted nuts",$38.00,AZ-068.png
AZ-069,Lamb Shank,Slow braised lamb shank served with mashed potatoes & caramelized onions,$42.00,AZ-069.png
AZ-070,Dalaa Mahshi,Braised lamb shoulder stuffed with spiced rice & minced beef garnished with nuts,$100.00,AZ-070.png
AZ-071,Dorade,"Mediterranean fish with rich flavor, grilled & butterflied served with tarator (tomato, parsley tahini salad)",$40.00,AZ-071.png
AZ-072,Luccas Meshwi,"Char-grilled bone-in whole branzino marinated in lemon, garlic, salt served with tarator(tomato, parsley tahini salad)",$42.00,AZ-072.png
AZ-073,Samke Harra,Spiced fillet branzino baked in a skillet with red pepper tahini over spiced potatoes topped with pine nuts,$40.00,AZ-073.png
AZ-074,Areydes,Jumbo shrimp sautéed in Lebanese Provençale sauce served with vermicelli rice,$40.00,AZ-074.png
AZ-075,Grilled Herb Salmon,Bulgur & tomato Provencale,$36.00,AZ-075.png
AZ-076,Grilled Halloum Salad,Traditional grilled Cypriot roasted beets and cucumber with walnuts over greens,$28.00,AZ-076.png
AZ-077,Shish Tawook Salad,Grilled chicken cubes over house salad,$31.00,AZ-077.png
AZ-078,Rocca Beetroot Salad,"Arugula, beetroot, red onion, feta cheese,sumac, lemon & olive oil dressing",$24.00,AZ-078.png
AZ-079,Salmon Salad,"Arugula, greens, red onion, sun dried cranberries, boiled egg, baked salmon",$36.00,AZ-079.png
AZ-080,Arnabeet Mekle Pita Sandwich,"Vegetarian. Marinated fried cauliflower, tomatoes and tahini sauce.",$15.50,AZ-080.png
AZ-081,Chicken Kafta Kebab Pita Sandwich,"Char-grilled ground chicken seasoned with chopped onions, parsley, spices, and a spread of za’atar aioli, topped with fresh mint leaves, Lebanese pickles and fries all inside the sandwich.",$16.50,AZ-081.png
AZ-082,Falafel Pita Sandwich,"Vegetarian. Chickpea fritters, tomatoes, parsley, pickled turnips, tahini sauce.",$14.50,AZ-082.png
AZ-083,Kafta Kebab Pita Sandwich,"Char-grilled ground beef and lamb seasoned with onions, parsley, herbs, and spices with grilled tomatoes, a spread of hummus and tahini sauce.",$16.50,AZ-083.png
AZ-084,Shish Tawook Pita Sandwich (Chicken Kebab),"Char-grilled chicken breast cubes, garlic toum, onions ＆ parsley sumac mix, pickles, and fries all inside the sandwich.",$16.50,AZ-084.png
AZ-085,Sojuk Pita Sandwich,"Spiced Lebanese beef and lamb sausage flambeed in lemon juice, garlic toum, pickles and tomato.",$16.50,AZ-085.png
AZ-086,Makanek Pita Sandwich,"Makanek(House-made classic Beef & Lamb Lebanese spiced sausages flambeed with fresh lemon juice -contains pine nuts), spread of hummus, pickles, tomatoes, sumac fries",$16.50,AZ-086.png
AZ-087,Djaj Pita Sandwich,"Marinated thinly sliced chicken, garlic toum, pickles, sumac fries",$16.50,AZ-087.png
AZ-088,Lahme Pita Sandwich,"Marinated sliced beef, onion parsley sumac mix, pickles, tomatoes, tahini",$16.50,AZ-088.png
AZ-089,Taouk Franji Pita Sandwich,"Shish taouk, garlic toum, pickles, coleslaw, sumac fries",$16.50,AZ-089.png
AZ-090,Batata Pita Sandwich,"Vegetarian. Sumac fries, coleslaw, pickles, garlic toum, ketchup",$14.00,AZ-090.png
AZ-091,Egg Pita Sandwich,"Vegetarian. Boiled Egg, labne spread, scallions, olives & fresh mint leaves",$13.50,AZ-091.png
AZ-092,Lamb Harra Pita Sandwich,"Shaved hot & spicy Lamb with onions, jalapeno, cilantro, sumac fries and garlic toum",$16.50,AZ-092.png
AZ-093,Sauteed Spinach,,$12.00,AZ-093.png
AZ-094,Mashed Potato,,$10.00,AZ-094.png
AZ-095,Spiced Rice & Minced Beef,,$9.50,AZ-095.png
AZ-096,Vermicelli Rice,,$8.00,AZ-096.png
AZ-097,Pita Bread,,$3.25,AZ-097.png
AZ-098,Garlic Toum,,$2.25,AZ-098.png
AZ-099,Red Hot Sauce,,$2.25,AZ-099.png
AZ-100,Tahini Sauce,,$1.75,AZ-100.png
AZ-101,Zaatar Aioli Sauce,,$2.25,AZ-101.png
AZ-102,Green Hot Sauce,,$2.25,AZ-102.png
AZ-103,Knafeh,Baked cheese topped with shredded fillo dough soaked in orange blossom syrup topped with fresh pistachio.,$17.00,AZ-103.png
AZ-104,Pyramid,"Chocolate mousse on a chocolate sponge cake base with crunchy gianduia (chocolate and hazelnut) center, dusted with cocoa powder and decorated with white chocolate drops.",$13.00,AZ-104.png
AZ-105,Baklawa,Assortment of fillo pastries with nuts.,$13.50,AZ-105.png
AZ-106,Chocolate Salted Caramel Souffle,Moist chocolate cake with a heart of creamy salted caramel.,$13.00,AZ-106.png
AZ-107,Ashta,"Homemade pudding with honey, pistachio and fresh banana.",$15.50,AZ-107.png
AZ-108,Mouhallabie,"Milk pudding topped with almonds, nuts and ground pistachio ＆ orange blossom syrup.",$11.00,AZ-108.png
AZ-109,Laban Ayran,Salty homemade yogurt drink,$8.00,AZ-109.png
AZ-110,Coke,Glass Bottle. Requires Bottle Opener.,$6.50,AZ-110.png
AZ-111,Diet Coke,Glass Bottle. Requires Bottle Opener.,$6.50,AZ-111.png
AZ-112,Sprite,Glass Bottle. Requires Bottle Opener.,$6.50,AZ-112.png
AZ-113,Pineapple cocktail,"Blended fresh pineapple ＆ banana with milk, topped with diced strawberries, pistachio ＆ pine nuts",$10.00,AZ-113.png
AZ-114,Strawberry Banana Cocktail,"Blended fresh pineapple ＆ banana with milk, topped with diced strawberries, pistachios ＆ pine nuts",$12.00,AZ-114.png
AZ-115,Frozen Jellab,"Sweet blend of grape, date molasses, rose water and garnished with pine nuts ＆ pine nuts",$12.00,AZ-115.png
AZ-116,Frozen Mint Lemonada,Blended fresh mint and fresh lemon juice,$10.00,AZ-116.png
AZ-117,Frozen Watermelon Juice,Blended fresh watermelon,$10.00,AZ-117.png
